A5P_ones_250GA_G_FC_100LUP_pp162
A5P_ones_250GA_G_FC_100LUP_pp182
5;;501.31
10;;708.00
15;;877.30
20;;1059.61
25;;1143.91
30;;1314.23
40;;1584.42
50;;1819.52
60;;2135.75
70;;2406.79
80;;2666.05
90;;2910.66
100;;3145.65
110;;3404.65
120;;3687.35
130;;3920.18
140;;4200.34
150;;4485.80
160;;4799.94
170;;4935.44
180;;5210.79
190;;5328.33
200;;5590.17
225;;6102.08
250;;6747.56
275;;7194.32
300;;7817.29

A5P_ones_250GA_G_FC_100LUP_pp184
5;;503.64
10;;711.28
15;;881.44
20;;1065.57
25;;1151.90
30;;1323.01
40;;1595.31
50;;1831.96
60;;2153.34
70;;2427.85
80;;2685.42
90;;2934.01
100;;3167.99
110;;3428.03
120;;3716.91
130;;3948.14
140;;4235.08
150;;4520.01
160;;4834.94
170;;4970.90
180;;5250.88
190;;5366.16
200;;5631.26
225;;6147.14
250;;6796.59
275;;7246.88
300;;7876.64

A5P_ones_250GA_G_FC_100LUP_pp186
5;;506.89
10;;717.31
15;;886.47
20;;1073.32
25;;1160.72
30;;1332.69
40;;1606.19
50;;1846.69
60;;2169.45
70;;2446.00
80;;2704.79
90;;2956.64
100;;3191.69
110;;3453.41
120;;3743.78
130;;3978.09
140;;4266.49
150;;4553.55
160;;4869.95
170;;5008.28
180;;5289.69
190;;5405.87
200;;5672.35
225;;6192.80
250;;6847.42
275;;7300.02
300;;7934.79

A5P_ones_250GA_G_FC_100LUP_pp188
5;;509.21
10;;720.59
15;;893.29
20;;1079.29
25;;1167.07
30;;1341.54
40;;1617.07
50;;1859.17
60;;2184.08
70;;2463.42
80;;2724.16
90;;2977.19
100;;3214.03
110;;3478.12
120;;3770.66
130;;4006.06
140;;4296.58
150;;4586.43
160;;4904.95
170;;5043.73
180;;5327.22
190;;5444.95
200;;5713.44
225;;6236.65
250;;6896.45
275;;7357.28
300;;7991.77

A5P_ones_250GA_G_FC_100LUP_pp190
5;;511.54
10;;724.78
15;;898.31
20;;1087.03
25;;1175.05
30;;1351.22
40;;1627.94
50;;1872.41
60;;2200.19
70;;2481.56
80;;2743.53
90;;2998.43
100;;3237.74
110;;3503.50
120;;3797.52
130;;4034.69
140;;4327.99
150;;4619.97
160;;4939.96
170;;5084.35
180;;5366.03
190;;5484.66
200;;5754.53
225;;6281.71
250;;6946.07
275;;7410.42
300;;8049.93

A5P_ones_250GA_G_FC_100LUP_pp192
5;;513.86
10;;728.06
15;;902.45
20;;1092.99
25;;1181.40
30;;1358.41
40;;1638.82
50;;1884.89
60;;2214.82
70;;2497.52
80;;2762.90
90;;3018.97
100;;3260.08
110;;3526.87
120;;3824.39
130;;4062.65
140;;4358.09
150;;4651.52
160;;4974.96
170;;5119.81
180;;5403.55
190;;5522.49
200;;5798.13
225;;6325.56
250;;6995.10
275;;7461.81
300;;8106.92

A5P_ones_250GA_G_FC_100LUP_pp194
5;;518.95
10;;734.08
15;;909.27
20;;1100.75
25;;1190.22
30;;1368.09
40;;1649.70
50;;1899.63
60;;2230.92
70;;2515.66
80;;2782.27
90;;3041.61
100;;3288.59
110;;3552.26
120;;3851.25
130;;4092.60
140;;4389.49
150;;4685.06
160;;5009.96
170;;5159.77
180;;5442.36
190;;5562.20
200;;5843.61
225;;6371.22
250;;7045.93
275;;7514.95
300;;8169.20

A5P_ones_250GA_G_FC_100LUP_pp196
5;;521.27
10;;737.36
15;;914.31
20;;1106.71
25;;1198.22
30;;1376.93
40;;1660.59
50;;1912.11
60;;2245.55
70;;2533.07
80;;2801.64
90;;3062.16
100;;3310.93
110;;3576.98
120;;3878.13
130;;4120.57
140;;4422.24
150;;4717.94
160;;5044.97
170;;5195.23
180;;5479.88
190;;5601.29
200;;5884.70
225;;6418.71
250;;7094.95
275;;7568.09
300;;8226.19

A5P_ones_250GA_G_FC_100LUP_pp198
5;;523.60
10;;741.55
15;;921.13
20;;1114.45
25;;1204.55
30;;1386.62
40;;1671.47
50;;1925.34
60;;2261.65
70;;2551.21
80;;2821.02
90;;3083.40
100;;3334.64
110;;3602.36
120;;3905.00
130;;4153.84
140;;4453.66
150;;4751.48
160;;5079.98
170;;5231.34
180;;5518.69
190;;5641.00
200;;5925.80
225;;6462.55
250;;7147.01
275;;7621.23
300;;8284.35

A5P_ones_250GA_G_FC_100LUP_pp200
5;;525.92
10;;744.83
15;;925.25
20;;1120.42
25;;1212.55
30;;1393.81
40;;1682.35
50;;1937.83
60;;2276.28
70;;2567.17
80;;2840.39
90;;3103.93
100;;3356.97
110;;3628.43
120;;3931.86
130;;4181.81
140;;4483.75
150;;4783.04
160;;5114.98
170;;5266.79
180;;5556.21
190;;5678.83
200;;5966.88
225;;6511.88
250;;7196.03
275;;7676.14
300;;8341.33

A5P_ones_250GA_G_FC_100LUP_pp202
5;;529.16
10;;750.86
15;;930.29
20;;1128.17
25;;1221.37
30;;1403.49
40;;1693.23
50;;1952.57
60;;2292.40
70;;2585.32
80;;2859.77
90;;3126.57
100;;3380.67
110;;3653.80
120;;3958.73
130;;4211.76
140;;4515.17
150;;4816.58
160;;5154.63
170;;5304.17
180;;5595.02
190;;5718.54
200;;6007.98
225;;6557.54
250;;7246.86
275;;7729.28
300;;8401.85

A5P_ones_250GA_G_FC_100LUP_pp204
5;;531.49
10;;754.14
15;;937.11
20;;1134.13
25;;1227.71
30;;1412.33
40;;1704.11
50;;1965.04
60;;2307.02
70;;2602.73
80;;2879.14
90;;3147.12
100;;3403.01
110;;3678.52
120;;3985.61
130;;4239.72
140;;4545.25
150;;4849.46
CONFIG ERROR

A5P_ones_250GA_G_FC_100LUP_pp206
5;;533.82
10;;758.34
15;;942.14
20;;1141.88
25;;1235.71
30;;1422.01
40;;1715.00
50;;1978.27
60;;2323.13
70;;2620.87
80;;2898.51
90;;3168.36
100;;3426.72
110;;3703.90
120;;4012.47
130;;4268.35
140;;4576.67
150;;4883.00
160;;5224.64
170;;5375.72
180;;5671.36
190;;5804.23
200;;6090.16
225;;6646.44
250;;7349.78
275;;7835.55
300;;8516.99

A5P_ones_250GA_G_FC_100LUP_pp208
5;;536.14
10;;761.62
15;;946.27
20;;1147.84
25;;1242.04
30;;1429.21
40;;1725.88
50;;1990.76
60;;2337.76
70;;2636.83
80;;2920.73
90;;3188.90
100;;3449.06
110;;3727.27
120;;4039.34
130;;4296.31
140;;4606.77
150;;4914.56
160;;5262.30
170;;5411.19
180;;5708.88
190;;5842.07
200;;6131.24
225;;6690.29
250;;7398.80
275;;7886.93
300;;8573.98

A5P_ones_250GA_G_FC_100LUP_pp210
5;;541.22
10;;767.64
15;;953.09
20;;1155.59
25;;1250.86
30;;1438.89
40;;1736.76
50;;2005.50
60;;2353.87
70;;2654.97
80;;2940.11
90;;3211.54
100;;3472.77
110;;3752.66
120;;4066.22
130;;4326.27
140;;4638.17
150;;4948.10
160;;5297.30
170;;5448.56
180;;5747.69
190;;5881.76
200;;6172.34
225;;6735.95
250;;7449.64
275;;7944.21
300;;8632.14

A5P_ones_250GA_G_FC_100LUP_pp212
5;;543.54
10;;770.92
15;;958.12
20;;1161.55
25;;1258.86
30;;1447.73
40;;1747.63
50;;2017.98
60;;2368.50
70;;2672.38
80;;2959.48
90;;3232.09
100;;3495.11
110;;3777.38
120;;4093.08
130;;4356.88
140;;4668.27
150;;4980.98
160;;5332.30
170;;5484.03
180;;5785.21
190;;5920.85
200;;6213.43
225;;6781.00
250;;7498.66
275;;7997.35
300;;8689.12

A5P_ones_250GA_G_FC_100LUP_pp214
5;;545.87
10;;775.11
15;;964.95
20;;1169.30
25;;1265.21
30;;1463.22
40;;1758.51
50;;2031.22
60;;2389.80
70;;2690.52
80;;2978.85
90;;3258.23
100;;3518.81
110;;3802.75
120;;4124.66
130;;4385.51
140;;4699.68
150;;5019.16
160;;5367.32
170;;5520.12
180;;5828.54
190;;5960.56
200;;6254.52
225;;6824.85
250;;7548.28
275;;8050.49
300;;8751.41

A5P_ones_250GA_G_FC_100LUP_pp216
5;;548.19
10;;778.39
15;;969.08
20;;1175.26
25;;1273.19
30;;1470.42
40;;1769.39
50;;2043.69
60;;2404.43
70;;2706.49
80;;2998.22
90;;3278.78
100;;3541.14
110;;3826.13
120;;4151.53
130;;4413.47
140;;4729.77
150;;5050.71
160;;5402.32
170;;5555.58
180;;5868.64
190;;5998.40
200;;6295.61
225;;6869.91
250;;7597.30
275;;8103.04
300;;8808.39

A5P_ones_250GA_G_FC_100LUP_pp218
5;;551.44
10;;784.42
15;;974.12
20;;1183.02
25;;1282.02
30;;1480.09
40;;1780.28
50;;2058.43
60;;2420.54
70;;2724.63
80;;3017.60
90;;3301.41
100;;3564.85
110;;3851.52
120;;4178.40
130;;4443.43
140;;4761.18
150;;5084.25
160;;5437.32
170;;5592.96
180;;5907.45
190;;6038.10
200;;6336.70
225;;6915.57
250;;7648.13
275;;8156.18
300;;8866.55

A5P_ones_250GA_G_FC_100LUP_pp220
5;;553.77
10;;787.70
15;;980.94
20;;1188.98
25;;1288.36
30;;1488.95
40;;1791.16
50;;2070.91
60;;2435.17
70;;2742.05
80;;3036.97
90;;3321.95
100;;3587.19
110;;3876.22
120;;4205.27
130;;4471.39
140;;4791.28
150;;5117.13
160;;5472.32
170;;5628.42
180;;5944.97
190;;6077.18
200;;6377.80
225;;6959.41
250;;7697.16
275;;8209.32
300;;8923.54

A5P_ones_250GA_G_FC_100LUP_pp222
5;;556.09
10;;791.89
15;;985.96
20;;1196.73
25;;1297.93
30;;1498.62
40;;1802.04
50;;2087.16
60;;2451.27
70;;2760.18
80;;3056.34
90;;3343.20
100;;3613.64
110;;3901.61
120;;4232.14
130;;4500.02
140;;4822.70
150;;5153.32
160;;5507.34
170;;5664.51
180;;5983.78
190;;6116.89
200;;6421.39
225;;7006.91
250;;7749.21
275;;8264.83
300;;8984.05

A5P_ones_250GA_G_FC_100LUP_pp224
5;;558.41
10;;795.17
15;;990.10
20;;1202.68
25;;1304.27
30;;1505.82
40;;1812.92
50;;2099.65
60;;2465.90
70;;2776.15
80;;3075.71
90;;3363.74
100;;3635.98
110;;3924.99
120;;4259.01
130;;4527.98
140;;4852.78
150;;5184.88
160;;5542.34
170;;5699.98
180;;6021.30
190;;6154.73
200;;6462.48
225;;7050.76
250;;7798.24
275;;8316.20
300;;9041.03

A5P_ones_250GA_G_FC_100LUP_pp226
5;;563.50
10;;801.20
15;;996.92
20;;1210.44
25;;1313.09
30;;1515.49
40;;1823.80
50;;2114.39
60;;2482.01
70;;2794.28
80;;3095.08
90;;3386.37
100;;3659.69
110;;3950.36
120;;4285.87
130;;4557.94
140;;4884.20
150;;5218.42
160;;5577.34
170;;5741.88
180;;6060.11
190;;6194.43
200;;6507.96
225;;7096.42
250;;7849.07
275;;8369.34
300;;9099.20

A5P_ones_250GA_G_FC_100LUP_pp228
5;;565.83
10;;804.47
15;;1001.95
20;;1216.40
25;;1321.09
30;;1524.35
40;;1834.69
50;;2126.86
60;;2496.64
70;;2811.70
80;;3114.45
90;;3406.92
100;;3682.02
110;;3975.08
120;;4312.75
130;;4585.90
140;;4914.29
150;;5251.30
160;;5612.34
170;;5779.92
180;;6097.64
190;;6233.51
200;;6549.06
225;;7145.73
250;;7898.10
275;;8422.48
300;;9156.18

A5P_ones_250GA_G_FC_100LUP_pp230
5;;568.15
10;;808.66
15;;1008.78
20;;1224.16
25;;1327.43
30;;1534.02
40;;1845.57
50;;2140.10
60;;2512.75
70;;2829.84
80;;3133.83
90;;3428.16
100;;3705.72
110;;4000.47
120;;4339.62
130;;4614.52
140;;4950.35
150;;5284.84
160;;5647.34
170;;5816.02
180;;6136.45
190;;6273.22
200;;6590.14
225;;7189.58
250;;7947.72
275;;8475.62
300;;9214.34

A5P_ones_250GA_G_FC_100LUP_pp232
5;;570.47
10;;811.94
15;;1012.90
20;;1230.11
25;;1335.42
30;;1541.22
40;;1856.79
50;;2152.58
60;;2527.38
70;;2845.81
80;;3153.20
90;;3448.71
100;;3728.06
110;;4023.84
120;;4369.18
130;;4642.49
140;;4980.45
150;;5316.40
160;;5682.36
170;;5851.47
180;;6173.97
190;;6311.06
200;;6631.24
225;;7234.63
250;;8001.00
275;;8528.18
300;;9271.32

A5P_ones_250GA_G_FC_100LUP_pp234
5;;573.71
10;;817.97
15;;1017.94
20;;1237.86
25;;1344.24
30;;1550.89
40;;1868.13
50;;2167.32
60;;2543.48
70;;2863.95
80;;3172.57
90;;3471.34
100;;3751.77
110;;4053.94
120;;4396.04
130;;4672.44
140;;5011.85
150;;5349.94
160;;5717.36
170;;5888.86
180;;6212.78
190;;6353.27
200;;6672.34
225;;7280.29
250;;8051.84
275;;8585.44
300;;9329.47

A5P_ones_250GA_G_FC_100LUP_pp236
5;;576.05
10;;821.25
15;;1024.76
20;;1243.82
25;;1350.59
30;;1559.74
40;;1879.47
50;;2179.80
60;;2558.12
70;;2881.36
80;;3191.95
90;;3491.88
100;;3774.11
110;;4078.64
120;;4422.91
130;;4700.41
140;;5041.95
150;;5382.82
160;;5752.36
170;;5924.31
180;;6250.30
190;;6396.75
200;;6713.42
225;;7324.15
250;;8100.86
275;;8638.59
300;;9390.59

A5P_ones_250GA_G_FC_100LUP_pp238
5;;578.37
10;;825.44
15;;1029.79
20;;1251.58
25;;1358.58
30;;1569.42
40;;1890.81
50;;2193.04
60;;2574.22
70;;2902.40
80;;3211.32
90;;3513.12
100;;3797.82
110;;4104.03
120;;4449.78
130;;4729.03
140;;5076.01
150;;5416.36
160;;5787.36
170;;5960.41
180;;6289.11
190;;6436.45
200;;6754.52
225;;7369.21
250;;8150.49
275;;8691.73
300;;9448.76

A5P_ones_250GA_G_FC_100LUP_pp240
5;;580.70
10;;828.72
15;;1033.92
20;;1257.53
25;;1364.92
30;;1576.62
40;;1902.15
50;;2205.51
60;;2588.85
70;;2918.38
80;;3230.69
90;;3533.67
100;;3820.16
110;;4127.41
120;;4476.65
130;;4756.99
140;;5106.11
150;;5447.91
160;;5822.38
170;;5995.87
180;;6326.63
190;;6474.29
200;;6795.60
225;;7413.05
250;;8199.51
275;;8743.11
300;;9505.74

A5P_ones_250GA_G_FC_100LUP_pp242
5;;585.77
10;;834.75
15;;1040.74
20;;1265.28
25;;1373.75
30;;1586.29
40;;1913.49
50;;2220.25
60;;2604.95
70;;2936.52
80;;3255.06
90;;3556.30
100;;3843.86
110;;4152.78
120;;4503.52
130;;4786.95
140;;5137.52
150;;5481.45
160;;5862.03
170;;6033.25
180;;6365.44
190;;6514.00
200;;6836.70
225;;7458.71
250;;8250.35
275;;8798.60
300;;9566.25

A5P_ones_250GA_G_FC_100LUP_pp244
5;;588.10
10;;838.02
15;;1045.77
20;;1271.25
25;;1381.73
30;;1595.14
40;;1924.82
50;;2232.73
60;;2619.58
70;;2953.93
80;;3274.43
90;;3576.85
100;;3866.19
110;;4177.50
120;;4530.39
130;;4814.91
140;;5167.61
150;;5514.33
160;;5899.68
170;;6068.71
180;;6402.97
190;;6553.08
200;;6877.78
225;;7503.77
250;;8301.80
275;;8851.74
300;;9623.24

A5P_ones_250GA_G_FC_100LUP_pp246
5;;590.42
10;;842.23
15;;1052.60
20;;1279.00
25;;1388.08
30;;1604.82
40;;1936.16
50;;2245.97
60;;2635.69
70;;2972.07
80;;3293.81
90;;3598.09
100;;3889.90
110;;4202.89
120;;4557.26
130;;4843.54
140;;5199.03
150;;5547.87
160;;5934.69
170;;6104.81
180;;6441.77
190;;6592.78
200;;6918.88
225;;7547.62
250;;8351.43
275;;8904.88
300;;9681.40

A5P_ones_250GA_G_FC_100LUP_pp248
5;;592.76
10;;845.50
15;;1056.72
20;;1284.95
25;;1396.08
30;;1612.02
40;;1947.50
50;;2258.44
60;;2650.32
70;;2988.03
80;;3313.18
90;;3621.43
100;;3912.24
110;;4226.27
120;;4584.13
130;;4876.16
140;;5229.11
150;;5579.43
160;;5969.69
170;;6140.26
180;;6481.87
190;;6630.62
200;;6959.96
225;;7595.10
250;;8400.45
275;;8957.44
300;;9738.38

A5P_ones_250GA_G_FC_100LUP_pp250
5;;595.99
10;;851.53
15;;1061.76
20;;1292.71
25;;1404.89
30;;1621.70
40;;1958.85
50;;2273.18
60;;2666.43
70;;3006.17
80;;3332.55
90;;3644.07
100;;3935.94
110;;4251.64
120;;4610.99
130;;4906.10
140;;5260.53
150;;5612.97
160;;6004.70
170;;6177.64
180;;6525.20
190;;6670.33
200;;7003.57
225;;7640.76
250;;8451.29
275;;9010.58
300;;9796.53

A5P_ones_250GA_G_FC_100LUP_pp252
5;;598.32
10;;854.81
15;;1068.58
20;;1298.67
25;;1411.23
30;;1630.54
40;;1970.19
50;;2285.67
60;;2681.06
70;;3023.58
80;;3351.93
90;;3664.62
100;;3958.28
110;;4276.36
120;;4637.86
130;;4934.07
140;;5290.63
150;;5645.85
160;;6039.70
170;;6213.11
180;;6562.73
190;;6709.42
200;;7044.65
225;;7684.61
250;;8500.30
275;;9063.72
300;;9853.52

